pfam_id,pfam_aka
PF20168,Sister chromatid cohesion protein PDS5 protein
PF14680,FANCI helical domain 2
PF03450,CO dehydrogenase flavoprotein C-terminal domain
PF13563,2'-5' RNA ligase superfamily
PF08318,COG4 transport protein, middle alpha-helical bundle
PF20262,Protein UNC80 C-terminal region
PF16614,Unstructured region two on RhoGEF 6 and 7
PF00801,PKD domain
PF05347,Complex 1 protein (LYR family)
PF09806,Cyclin-dependent kinase 2-associated protein
PF05221,S-adenosyl-L-homocysteine hydrolase
PF20510,Homogentisate 1,2-dioxygenase N-terminal
PF19913,Wolframin C-terminal OB-fold domain
PF16642,Unstructured region on Potassium channel subunit alpha KvLQT2
PF04904,NAB conserved region 1 (NCD1)
PF16399,Intron-binding protein aquarius N-terminal
PF03352,Methyladenine glycosylase
PF09750,Alternative splicing regulator
PF02936,Cytochrome c oxidase subunit IV
PF02894,Oxidoreductase family, C-terminal alpha/beta domain
PF16420,Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
PF08614,Autophagy protein 16 (ATG16)
PF00659,POLO box duplicated region
PF14577,Sieve element occlusion C-terminus
PF06663,Connector enhancer of kinase suppressor of ras 2/3 domain
PF00060,Ligand-gated ion channel
PF01182,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
PF00479,Glucose-6-phosphate dehydrogenase, NAD binding domain
PF16322,Tubby N-terminal
PF00955,HCO3- transporter family
PF00614,Phospholipase D Active site motif
PF01924,Hydrogenase formation hypA family
PF04356,Protein of unknown function (DUF489)
PF09816,RNA polymerase II transcription elongation factor
PF10639,Putative transmembrane family 234
PF14868,Domain of unknown function (DUF4487)
PF09422,APC membrane recruitment protein
PF05444,Domain of unknown function (DUF753)
PF06325,Ribosomal protein L11 methyltransferase (PrmA)
PF05129,Transcription elongation factor Elf1 like
PF19548,Chordin-like protein 1/2 C-terminal
PF15223,Elongin BC and Polycomb repressive complex 2-associated protein
PF12657,Transcription factor IIIC subunit delta bet-propeller domain
PF15964,Centrosomal colon cancer autoantigen protein family
PF13714,Phosphoenolpyruvate phosphomutase
PF09370,Phosphoenolpyruvate hydrolase-like
PF03803,Scramblase
PF02607,B12 binding domain
PF09278,MerR, DNA binding
PF20222,Family of unknown function (DUF6581)
PF11842,Domain of unknown function (DUF3362)
PF05553,Cotton fibre expressed protein
PF18121,TFA2 Winged helix domain 2
PF15502,M-phase-specific PLK1-interacting protein
PF17384,RimP C-terminal SH3 domain
PF17982,NSD Cys-His rich domain
PF03649,Uncharacterised protein family (UPF0014)
PF08753,NikR C terminal nickel binding domain
PF02401,LytB protein
PF01554,MatE
PF04091,Exocyst complex subunit Sec15 C-terminal
PF02906,Iron only hydrogenase large subunit, C-terminal domain
PF05296,Taste receptor protein (TAS2R)
PF08208,DNA-directed RNA polymerase I subunit RPA34.5
PF09295,ChAPs (Chs5p-Arf1p-binding proteins)
PF10490,Rb-binding domain of kinetochore protein Cenp-F/LEK1
PF16197,Ketoacyl-synthetase C-terminal extension
PF02618,YceG-like family
PF12356,Baculoviral IAP repeat-containing protein 6
PF18482,Fungal Pih1 CS domain
PF03102,NeuB family
PF00350,Dynamin family
PF04573,Signal peptidase subunit
PF06039,Malate:quinone oxidoreductase (Mqo)
PF03514,GRAS domain family
PF09771,Transmembrane protein 188
PF02602,Uroporphyrinogen-III synthase HemD
PF03892,Nitrate reductase cytochrome c-type subunit (NapB)
PF02404,Stem cell factor
PF10195,DNA-binding nuclear phosphoprotein p8
PF01357,Expansin C-terminal domain
PF02136,Nuclear transport factor 2 (NTF2) domain
PF03405,Fatty acid desaturase
PF20175,Tra1 HEAT repeat central region
PF16100,RecQ-mediated genome instability protein 2
PF03721,UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF01987,Mitochondrial biogenesis AIM24
PF01268,Formate--tetrahydrofolate ligase
PF11597,Mediator complex subunit 13 N-terminal
PF10403,Rad4 beta-hairpin domain 1
PF17769,Phosphoribosylaminoimidazole carboxylase C-terminal domain
PF19712,Acylglycerol kinase C-terminal
PF00056,lactate/malate dehydrogenase, NAD binding domain
PF12024,Domain of unknown function (DUF3512)
PF16712,Coiled-coil regions of plant-specific actin-binding protein
PF02929,Beta galactosidase small chain
PF14669,Putative aspartate racemase
PF08294,TIM21
PF14344,Domain of unknown function (DUF4397)
PF03746,LamB/YcsF family
PF05808,Podoplanin
PF17797,RL domain
PF04568,Mitochondrial ATPase inhibitor, IATP
PF01034,Syndecan domain
PF10268,Predicted transmembrane protein 161AB
PF15142,INCA1
PF13894,C2H2-type zinc finger
PF04257,Exodeoxyribonuclease V, gamma subunit
PF14884,Type I membrane glycoproteins cell-cell fusogen
PF00460,Flagella basal body rod protein
PF08315,cwf18 pre-mRNA splicing factor
PF20422,DHR-2, Lobe B
PF12605,Casein kinase 1 gamma C terminal
PF08167,rRNA processing/ribosome biogenesis
PF03359,Guanylate-kinase-associated protein (GKAP) protein
PF17155,Gammaproteobacterial periplasmic sensor domain
PF04961,Formiminotransferase-cyclodeaminase
PF02944,BESS motif
PF04438,HIT zinc finger
PF12624,VPS13-like, N-terminal
PF16689,Coiled-coil N-terminus of APC, dimerisation domain
PF12414,Calcitonin gene-related peptide regulator C terminal
PF04813,Hepatocyte nuclear factor 1 (HNF-1), alpha isoform C terminus
PF09004,Alkylated DNA repair protein alkB homolog 8, N-terminal
PF16078,2-oxoglutarate dehydrogenase N-terminus
PF01414,Delta serrate ligand
PF00184,Neurohypophysial hormones, C-terminal Domain
PF00563,EAL domain
PF00280,Potato inhibitor I family
PF04461,Protein of unknown function (DUF520)
PF07703,Alpha-2-macroglobulin bait region domain
PF15508,beta subunit of N-acylethanolamine-hydrolyzing acid amidase
PF14291,Domain of unknown function (DUF4371)
PF03914,CBF/Mak21 family
PF02877,Poly(ADP-ribose) polymerase, regulatory domain
PF09425,Jas motif
PF08495,FIST N domain
PF09532,FDF domain
PF01029,NusB family
PF14718,Soluble lytic murein transglycosylase L domain
PF14698,Argininosuccinate lyase C-terminal
PF10204,Dual oxidase maturation factor
PF02218,Repeat in HS1/Cortactin
PF01295,Adenylate cyclase, class-I
PF04549,CD47 transmembrane region
PF04261,Dyp-type peroxidase, N-terminal
PF00939,Sodium:sulfate symporter transmembrane region
PF01747,ATP-sulfurylase
PF12188,Signal transducer and activator of transcription 2 C terminal
PF05188,MutS domain II
PF14699,N-terminal domain from the human glycogen debranching enzyme
PF08219,Outer membrane protein TOM13
PF05695,Plant protein of unknown function (DUF825)
PF00370,FGGY family of carbohydrate kinases, N-terminal domain
PF12232,Myogenic determination factor 5
PF06045,Rhamnogalacturonate lyase family
PF04868,Retinal cGMP phosphodiesterase, gamma subunit
PF09366,Protein of unknown function (DUF1997)
PF14372,hAT-like transposase, RNase-H fold
PF04873,Ethylene insensitive 3, DNA-binding domain
PF14808,TMEM164 family
PF01642,Methylmalonyl-CoA mutase
PF09773,Meckelin (Transmembrane protein 67)
PF04722,Ssu72-like protein
PF15491,CST, telomere maintenance, complex subunit CTC1
PF05681,Fumarate hydratase (Fumerase)
PF04115,Ureidoglycolate lyase
PF16098,Fragile X messenger ribonucleoprotein 1, C-terminal region 2
PF01824,MatK/TrnK amino terminal region
PF16207,RAWUL domain RING finger- and WD40-associated ubiquitin-like
PF11526,Pcf11, Clp1-interaction domain
PF04089,BRICHOS domain
PF06565,DM10 domain
PF06246,Isy1-like splicing family
PF04445,Putative SAM-dependent methyltransferase
PF08385,Dynein heavy chain, N-terminal region 1
PF13877,Potential Monad-binding region of RPAP3
PF13259,Protein of unknown function (DUF4050)
PF05691,Raffinose synthase or seed imbibition protein Sip1
PF08666,SAF domain
PF17103,Stealth protein CR4, conserved region 4
PF13576,Pentapeptide repeats (9 copies)
PF00116,Cytochrome C oxidase subunit II, periplasmic domain
PF18445,PR zinc knuckle motif
PF03606,C4-dicarboxylate anaerobic carrier
PF00584,SecE/Sec61-gamma subunits of protein translocation complex
PF15353,Headcase protein family homologue
PF07162,Ciliary basal body-associated, B9 protein
PF13369,Transglutaminase-like superfamily
PF03917,Eukaryotic glutathione synthase, ATP binding domain
PF15780,Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin
PF10206,Mitochondrial F1F0-ATP synthase, subunit f
PF00902,Sec-independent protein translocase protein (TatC)
PF12928,tRNA-splicing endonuclease subunit sen54 N-term
PF12453,Protein tyrosine phosphatase N terminal
PF06463,Molybdenum Cofactor Synthesis C
PF00737,Photosystem II 10 kDa phosphoprotein
PF05182,Fip1 motif
PF01055,Glycosyl hydrolases family 31 TIM-barrel domain
PF15632,ATP-grasp in the biosynthetic pathway with Ter operon
PF03907,Spo7-like protein
PF01702,Queuine tRNA-ribosyltransferase
PF03417,Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
PF03214,Reversibly glycosylated polypeptide
PF12070,Protein SCAI
PF19420,N,N dimethylarginine dimethylhydrolase, eukaryotic
PF02348,Cytidylyltransferase
PF11176,Translation machinery-associated protein 16
PF01363,FYVE zinc finger
PF11265,Mediator complex subunit 25 von Willebrand factor type A
PF15388,Protein Family FAM117
PF14990,Domain of unknown function (DUF4516)
PF10117,McrBC 5-methylcytosine restriction system component
PF13506,Glycosyl transferase family 21
PF15911,WD domain, G-beta repeat
PF15262,Domain of unknown function (DUF4592)
PF01096,Transcription factor S-II (TFIIS)
PF15411,Pleckstrin homology domain
PF04901,Receptor activity modifying family
PF15691,Protein phosphatase 1 regulatory subunit 32
PF03179,Vacuolar (H+)-ATPase G subunit
PF16327,Cytochrome c-type biogenesis protein CcmF C-terminal
PF16898,C-terminal associated domain of TOPRIM
PF07792,Docking domain of Afi1 for Arf3 in vesicle trafficking
PF14489,QueF-like protein
PF18831,Leucine-rich repeat
PF10273,Pre-rRNA-processing protein TSR2
PF15909,C2H2-type zinc ribbon
PF04795,PAPA-1-like conserved region
PF03099,Biotin/lipoate A/B protein ligase family
PF00698,Acyl transferase domain
PF03006,Haemolysin-III related
PF18387,Zinc-fingers and homeoboxes C2H2 finger domain
PF17191,RecG wedge domain
PF08335,GlnD PII-uridylyltransferase
PF18028,Zmiz1 N-terminal tetratricopeptide repeat domain
PF16320,Ribosomal protein L7/L12 dimerisation domain
PF03789,ELK domain
PF16121,40S ribosomal protein S4 C-terminus
PF10179,Neuron-derived neurotrophic factor, first Fn(III) domain
PF02464,Competence-damaged protein
PF16093,Proteasome assembly chaperone 4
PF01064,Activin types I and II receptor domain
PF14047,Dppa2/4 conserved region
PF03616,Sodium/glutamate symporter
PF08490,Domain of unknown function (DUF1744)
PF06131,Schizosaccharomyces pombe repeat of unknown function (DUF963)
PF10417,C-terminal domain of 1-Cys peroxiredoxin
PF18397,IQBAL scaffold dimerization domain
PF10192,Rhodopsin-like GPCR transmembrane domain
PF09336,Vps4 C terminal oligomerisation domain
PF07933,Protein of unknown function (DUF1681)
PF12742,Gryzun, putative Golgi trafficking
PF00725,3-hydroxyacyl-CoA dehydrogenase, C-terminal domain
PF17684,PH domain of plant-specific actin-binding protein
PF09312,SurA N-terminal domain
PF03924,CHASE domain
PF01402,Ribbon-helix-helix protein, copG family
PF18296,MID domain of medPIWI
PF09340,Histone acetyltransferase subunit NuA4
PF01470,Pyroglutamyl peptidase
PF08298,PrkA AAA domain
PF00029,Connexin
PF00396,Granulin
PF03958,Bacterial type II/III secretion system short domain
PF15122,TMEM206 protein family
PF15673,Circadian-associated transcriptional repressor
PF14695,Lines C-terminus
PF14564,Membrane binding
PF06337,DUSP domain
PF01553,Acyltransferase
PF07882,L-fucose isomerase, second N-terminal domain
PF13806,Rieske-like [2Fe-2S] domain
PF12369,Gonadotropin hormone receptor transmembrane region
PF05326,Seminal vesicle autoantigen (SVA)
PF14370,C-terminal topoisomerase domain
PF12287,Cytoplasmic activation/proliferation-associated protein-1 C term
PF15288,Zinc knuckle
PF18586,Chromatin remodeling factor Mit1 C-terminal Zn finger 1
PF14438,Ataxin 2 SM domain
PF16317,Glycosyl hydrolase family 99
PF18381,YcaO cyclodehydratase C-terminal domain
PF13473,Cupredoxin-like domain
PF02617,ATP-dependent Clp protease adaptor protein ClpS
PF00023,Ankyrin repeat
PF02427,Photosystem I reaction centre subunit IV / PsaE
PF04762,IKI3 family
PF10240,Multivesicular body subunit 12
PF11830,Domain of unknown function (DUF3350)
PF02042,RWP-RK domain
PF04858,TH1 protein
PF00398,Ribosomal RNA adenine dimethylase
PF17831,Pyruvate dehydrogenase E1 component middle domain
PF15085,Neuropeptide FF
PF12269,CpG binding protein C-terminal domain
PF01430,Hsp33 protein
PF00205,Thiamine pyrophosphate enzyme, central domain
PF17403,Nrap protein PAP/OAS-like domain
PF13375,RnfC Barrel sandwich hybrid domain
PF11111,Centromere protein M (CENP-M)
PF18452,Immunoglobulin domain
PF02138,Beige/BEACH domain
PF07813,LTXXQ motif family protein
PF15231,Variable charge X/Y family
PF03810,Importin-beta N-terminal domain
PF20408,Alpha/beta hydrolase domain
PF17095,Spectrin-binding region of Ca2+-Calmodulin
PF04731,Caudal like protein activation region
PF03916,Polysulphide reductase, NrfD
PF14875,N-term cysteine-rich ER, FAM69
PF00588,SpoU rRNA Methylase family
PF03449,Transcription elongation factor, N-terminal
PF17121,Zinc finger, C3HC4 type (RING finger)
PF11669,WW domain-binding protein 1
PF08623,TATA-binding protein interacting (TIP20)
PF01129,NAD:arginine ADP-ribosyltransferase
PF19284,Arc MA domain
PF08351,tRNA(Met) cytidine acetyltransferase TmcA, N-terminal
PF12153,LPS binding domain of CAP18 (C terminal)
PF01212,Beta-eliminating lyase
PF19303,Anticodon binding domain of methionyl tRNA ligase
PF13251,Domain of unknown function (DUF4042)
PF16297,Domain of unknown function (DUF4939)
PF09166,Biliverdin reductase, catalytic
PF05667,CCDC22 protein coiled-coil region
PF08437,Glycosyl transferase family 8 C-terminal
PF09084,NMT1/THI5 like
PF00164,Ribosomal protein S12/S23
PF01564,Spermine/spermidine synthase domain
PF00831,Ribosomal L29 protein
PF00569,Zinc finger, ZZ type
PF04402,Protein of unknown function (DUF541)
PF01956,Integral membrane protein EMC3/TMCO1-like
PF02029,Caldesmon
PF01735,Lysophospholipase catalytic domain
PF09851,Short C-terminal domain
PF16282,SANT/Myb-like domain of DAMP1
PF03575,Peptidase family S51
PF16661,Metallo-beta-lactamase superfamily domain
PF15786,PET assembly of cytochrome c oxidase, mitochondrial
PF15305,Intraflagellar transport protein 43
PF08213,Mitochondrial mRNA-processing protein COX24, C-terminal
PF04275,Phosphomevalonate kinase
PF16739,Caspase recruitment domain
PF10404,Rad4 beta-hairpin domain 2
PF11701,Myosin-binding striated muscle assembly central
PF07426,Dynactin subunit p22
PF08275,DNA primase catalytic core, N-terminal domain
PF05823,Nematode fatty acid retinoid binding protein (Gp-FAR-1)
PF15666,Germinal center-associated lymphoma
PF14635,Helix-hairpin-helix motif
PF10650,Putative zinc-finger domain
PF00683,TB domain
PF03888,MucB/RseB N-terminal domain
PF03695,Uncharacterised protein family (UPF0149)
PF00975,Thioesterase domain
PF14901,Cleavage inducing molecular chaperone
PF05743,UEV domain
PF04640,PLATZ transcription factor
PF05902,4.1 protein C-terminal domain (CTD)
PF01466,Skp1 family, dimerisation domain
PF15352,Susceptibility to monomelic amyotrophy
PF14948,RESP18 domain
PF19291,Trehalase-like, N-terminal
PF07694,5TMR of 5TMR-LYT
PF00654,Voltage gated chloride channel
PF06087,Tyrosyl-DNA phosphodiesterase
PF12353,Eukaryotic translation initiation factor 3 subunit G
PF05564,Dormancy/auxin associated protein
PF16759,DNA ligase 3 BRCT domain
PF04515,Plasma-membrane choline transporter
PF01633,Choline/ethanolamine kinase
PF13437,HlyD family secretion protein
PF09135,Alb1
PF00550,Phosphopantetheine attachment site
PF00196,Bacterial regulatory proteins, luxR family
PF02501,Type II secretion system (T2SS), protein I
PF05609,Lamina-associated polypeptide 1, AAA+ activator domain
PF00304,Gamma-thionin family
PF13418,Galactose oxidase, central domain
PF00109,Beta-ketoacyl synthase, N-terminal domain
PF16988,Vacuolar protein sorting 36 NZF-N zinc-finger domain
PF04632,Fusaric acid resistance protein family
PF00685,Sulfotransferase domain
PF05510,Sarcoglycan alpha/epsilon N-terminal domain
PF08446,PAS fold
PF04644,Motilin/ghrelin
PF00712,DNA polymerase III beta subunit, N-terminal domain
PF10437,Bacterial lipoate protein ligase C-terminus
PF00308,Bacterial dnaA protein
PF00016,Ribulose bisphosphate carboxylase large chain, catalytic domain
PF18131,KN17 SH3-like C-terminal domain
PF09085,Adhesion molecule, immunoglobulin-like
PF01327,Polypeptide deformylase
PF04104,Eukaryotic and archaeal DNA primase, large subunit
PF12537,The Golgi pH Regulator (GPHR) Family N-terminal
PF19431,MEKK4 N-terminal
PF01169,Uncharacterized protein family UPF0016
PF12929,Stretch-activated Ca2+-permeable channel component
PF10254,PACS-1 cytosolic sorting protein
PF02366,Dolichyl-phosphate-mannose-protein mannosyltransferase
PF13339,Apoptosis antagonizing transcription factor
PF15696,RAD51 interacting motif
PF14604,Variant SH3 domain
PF17887,Jak1 pleckstrin homology-like domain
PF09005,Domain of unknown function (DUF1897)
PF08527,Protein-arginine deiminase (PAD) middle domain
PF16612,C-terminal unstructured region of RGS12
PF01435,Peptidase family M48
PF14797,Serine-rich region of AP3B1, clathrin-adaptor complex
PF11601,Shal-type voltage-gated potassium channels, N-terminal
PF07453,NUMOD1 domain
PF13881,Ubiquitin-2 like Rad60 SUMO-like
PF03208,PRA1 family protein
PF07749,Endoplasmic reticulum protein ERp29, C-terminal domain
PF04502,Saf4/Yju2 protein
PF18207,Leukemia inhibitory factor receptor N-terminal domain
